id,Status_C,Status_CL,Status_D
7962,0.4179524,0.17618164,0.405866
7963,0.25432658,0.1666006,0.57907283
7964,0.14655198,0.15035664,0.7030914
7965,0.6502091,0.15469377,0.19509716
7966,0.49690095,0.16500647,0.33809265
7967,0.6676349,0.17045978,0.1619053
7968,0.65975857,0.15388048,0.18636097
7969,0.43738434,0.14530057,0.41731507
7970,0.67952114,0.14678346,0.1736954
7971,0.68800825,0.14846209,0.16352965
7972,0.4140218,0.28668475,0.29929343
7973,0.68800825,0.14846209,0.16352965
7974,0.26486364,0.2261689,0.50896746
7975,0.6164676,0.15870853,0.22482386
7976,0.5456959,0.15348047,0.30082354
7977,0.6455752,0.16031402,0.19411077
7978,0.15648472,0.14880744,0.6947079
7979,0.3090699,0.17033295,0.5205971
7980,0.5899987,0.16271591,0.2472853
7981,0.5480153,0.19120695,0.26077777
7982,0.62730885,0.1684245,0.20426668
7983,0.5942522,0.17693755,0.22881027
7984,0.19684096,0.18526377,0.61789525
7985,0.38778728,0.16732204,0.44489065
7986,0.19646484,0.30247417,0.50106096
7987,0.4053758,0.18048345,0.41414082
7988,0.555342,0.15773796,0.28692004
7989,0.6527351,0.15687756,0.19038728
7990,0.43058527,0.2132502,0.3561645
7991,0.20822395,0.14671344,0.6450626
7992,0.67103094,0.15905365,0.16991541
7993,0.59359264,0.16266069,0.24374665
7994,0.6214325,0.15611048,0.22245705
7995,0.61836773,0.18244736,0.1991849
7996,0.27076843,0.17625001,0.5529815
7997,0.6486472,0.16187409,0.1894787
7998,0.14784586,0.16240421,0.6897499
7999,0.14953056,0.15285987,0.69760954
8000,0.6028361,0.15732804,0.23983595
8001,0.63401717,0.16531372,0.20066904
8002,0.21725474,0.15158753,0.63115776
8003,0.35686204,0.33207065,0.31106728
8004,0.5571429,0.1747171,0.26813996
8005,0.56733763,0.16460386,0.26805854
8006,0.49274,0.18284382,0.32441616
8007,0.58967096,0.17066154,0.23966748
8008,0.68800825,0.14846209,0.16352965
8009,0.53318095,0.18345416,0.28336492
8010,0.6640116,0.17496176,0.16102664
8011,0.5859165,0.16919892,0.24488454
8012,0.6307976,0.16173628,0.20746611
8013,0.26740488,0.24872103,0.48387405
8014,0.6429465,0.16933699,0.18771647
8015,0.68800825,0.14846209,0.16352965
8016,0.68800825,0.14846209,0.16352965
8017,0.5171191,0.1438252,0.3390557
8018,0.49951082,0.18970977,0.31077942
8019,0.6831305,0.15361778,0.16325171
8020,0.61164486,0.17628227,0.2120729
8021,0.20796621,0.16462168,0.62741214
8022,0.23923936,0.16843851,0.59232205
8023,0.4807869,0.18887445,0.3303387
8024,0.60267204,0.16479287,0.23253508
8025,0.30374548,0.1284032,0.5678513
8026,0.68800825,0.14846209,0.16352965
8027,0.6455752,0.16031402,0.19411077
8028,0.17574626,0.16498552,0.6592682
8029,0.16396627,0.1868121,0.6492216
8030,0.633373,0.15681992,0.20980705
8031,0.6423527,0.17057508,0.18707225
8032,0.6395654,0.15145238,0.20898224
8033,0.2109471,0.19899195,0.5900609
8034,0.3331116,0.18102603,0.4858623
8035,0.6875411,0.14904031,0.16341862
8036,0.6206548,0.2318245,0.1475207
8037,0.43590498,0.21215859,0.35193637
8038,0.45755067,0.17415944,0.36828995
8039,0.15999396,0.16013122,0.67987484
8040,0.38930976,0.2736759,0.33701435
8041,0.33048284,0.16961743,0.49989972
8042,0.18601482,0.15936744,0.6546178
8043,0.6496247,0.15504697,0.19532835
8044,0.15547164,0.1487852,0.69574314
8045,0.15773453,0.17455386,0.6677116
8046,0.59727716,0.15850449,0.24421832
8047,0.67680043,0.14802955,0.17516997
8048,0.63420886,0.14716789,0.21862322
8049,0.52511775,0.19597343,0.2789088
8050,0.5466223,0.17844135,0.27493638
8051,0.17591769,0.1629173,0.66116506
8052,0.68445843,0.15285568,0.1626859
8053,0.23088562,0.16749786,0.6016165
8054,0.58784145,0.14604445,0.26611412
8055,0.47568092,0.19877248,0.32554662
8056,0.6412313,0.17121041,0.18755831
8057,0.6377536,0.15221368,0.21003269
8058,0.592871,0.17682026,0.23030874
8059,0.5338385,0.15015246,0.31600896
8060,0.18754004,0.21511783,0.59734213
8061,0.31321302,0.19587265,0.4909143
8062,0.34466073,0.16140772,0.49393153
8063,0.6836825,0.15052049,0.16579695
8064,0.15121359,0.15498789,0.6937985
8065,0.67066854,0.16591294,0.16341855
8066,0.68445843,0.15285568,0.1626859
8067,0.3338324,0.15906204,0.5071055
8068,0.65256417,0.16889189,0.178544
8069,0.59949327,0.16236664,0.23814012
8070,0.6742635,0.15500256,0.17073394
8071,0.6739804,0.15513727,0.1708823
8072,0.68381953,0.15035027,0.16583018
8073,0.68800825,0.14846209,0.16352965
8074,0.58136094,0.17381473,0.24482436
8075,0.6580832,0.16703433,0.17488252
8076,0.6666783,0.15861201,0.17470971
8077,0.18014288,0.16895655,0.6509006
8078,0.36982813,0.16338064,0.4667912
8079,0.6875411,0.14904031,0.16341862
8080,0.6875411,0.14904031,0.16341862
8081,0.65339667,0.16177768,0.18482576
8082,0.62196654,0.16602999,0.2120035
8083,0.24316563,0.19260255,0.5642318
8084,0.17601201,0.1588349,0.665153
8085,0.68381953,0.15035027,0.16583018
8086,0.15416047,0.15758565,0.6882539
8087,0.6733458,0.15227732,0.17437685
8088,0.48090392,0.16353932,0.35555682
8089,0.45855805,0.14942165,0.39202034
8090,0.14643748,0.15102042,0.70254207
8091,0.68800825,0.14846209,0.16352965
8092,0.15271261,0.1507832,0.6965042
8093,0.6338234,0.17704317,0.18913345
8094,0.20079258,0.19037881,0.60882866
8095,0.24782938,0.22538745,0.52678317
8096,0.46949065,0.17856188,0.35194746
8097,0.34151977,0.18075511,0.4777251
8098,0.56635,0.13142127,0.30222875
8099,0.59716266,0.16150157,0.24133573
8100,0.17726915,0.14494501,0.6777858
8101,0.50305194,0.19352117,0.30342692
8102,0.36728045,0.26167223,0.37104735
8103,0.40826428,0.24441716,0.34731856
8104,0.4759669,0.1622692,0.36176386
8105,0.15660669,0.14814402,0.6952493
8106,0.68800825,0.14846209,0.16352965
8107,0.14953056,0.15285987,0.69760954
8108,0.6799579,0.15514842,0.1648937
8109,0.6094375,0.16734046,0.22322209
8110,0.67979205,0.15535443,0.16485348
8111,0.50672054,0.23439658,0.25888285
8112,0.51703906,0.15036198,0.33259892
8113,0.16319227,0.16762207,0.6691856
8114,0.17040773,0.3016235,0.5279687
8115,0.66619474,0.15922238,0.17458297
8116,0.5101125,0.21972296,0.27016455
8117,0.25787768,0.17230615,0.56981623
8118,0.45496455,0.22962746,0.315408
8119,0.45072845,0.18739058,0.36188102
8120,0.6829411,0.15473373,0.16232525
8121,0.38904813,0.26792368,0.34302816
8122,0.6841647,0.15321918,0.1626161
8123,0.68800825,0.14846209,0.16352965
8124,0.30366537,0.1915923,0.5047424
8125,0.612757,0.16819791,0.21904503
8126,0.56945235,0.16621871,0.2643289
8127,0.29269782,0.1775351,0.52976704
8128,0.46712983,0.2059992,0.32687092
8129,0.6770985,0.16196494,0.16093656
8130,0.46951956,0.17547978,0.35500067
8131,0.1510216,0.15912914,0.68984926
8132,0.49510005,0.19323869,0.31166124
8133,0.6407838,0.17042623,0.18878993
8134,0.44917092,0.27314806,0.27768102
8135,0.15586442,0.14827439,0.69586116
8136,0.1471359,0.19890773,0.65395635
8137,0.47576895,0.15413642,0.37009466
8138,0.21508113,0.15108177,0.6338371
8139,0.23267077,0.17630304,0.59102625
8140,0.6190291,0.15789422,0.22307673
8141,0.68800825,0.14846209,0.16352965
8142,0.6280253,0.22270212,0.14927256
8143,0.68800825,0.14846209,0.16352965
8144,0.352046,0.17663525,0.47131872
8145,0.65103334,0.15488985,0.19407685
8146,0.6054093,0.16337417,0.23121646
8147,0.45278317,0.16928448,0.37793237
8148,0.6458356,0.1599754,0.19418904
8149,0.64033425,0.16331115,0.19635463
8150,0.6777313,0.15355335,0.16871534
8151,0.24762231,0.1623414,0.5900363
8152,0.67699045,0.15883547,0.16417408
8153,0.6466639,0.16092148,0.19241466
8154,0.63185287,0.17847402,0.18967308
8155,0.2964413,0.17549483,0.52806383
8156,0.6839217,0.15352,0.16255833
8157,0.5980415,0.15779534,0.24416317
8158,0.6827211,0.155006,0.16227296
8159,0.35292134,0.17492263,0.47215596
8160,0.46207157,0.21600573,0.3219227
8161,0.6788758,0.14793715,0.17318703
8162,0.38696203,0.25976014,0.3532778
8163,0.28842062,0.18781222,0.5237672
8164,0.61674726,0.19063129,0.1926215
8165,0.17428684,0.1524697,0.67324346
8166,0.46477428,0.1454121,0.38981366
8167,0.5042748,0.19515778,0.30056742
8168,0.53685826,0.18564914,0.27749258
8169,0.61408794,0.15930581,0.22660623
8170,0.5443198,0.19114825,0.2645319
8171,0.23432602,0.15020372,0.61547023
8172,0.17602813,0.16243634,0.6615355
8173,0.5818269,0.17030954,0.24786362
8174,0.68800825,0.14846209,0.16352965
8175,0.6803947,0.15788528,0.16172002
8176,0.580288,0.18563546,0.2340765
8177,0.28890935,0.21911012,0.49198055
8178,0.42976505,0.24852055,0.32171446
8179,0.5199487,0.1642462,0.31580508
8180,0.27186215,0.21500625,0.5131316
8181,0.27312458,0.17765301,0.5492224
8182,0.68800825,0.14846209,0.16352965
8183,0.38298213,0.20612927,0.41088852
8184,0.59283346,0.1660751,0.24109145
8185,0.6841647,0.15321918,0.1626161
8186,0.6194079,0.17977393,0.2008182
8187,0.3182335,0.25070834,0.4310582
8188,0.63031214,0.15534054,0.2143473
8189,0.22777909,0.24211587,0.530105
8190,0.17825678,0.30972117,0.5120221
8191,0.6666783,0.15861201,0.17470971
8192,0.6493298,0.15872698,0.19194329
8193,0.6766455,0.14624302,0.17711143
8194,0.6480479,0.18054675,0.17140532
8195,0.6804013,0.14638032,0.17321834
8196,0.6612078,0.1573105,0.1814817
8197,0.63304925,0.15874411,0.20820667
8198,0.46131697,0.16986492,0.36881804
8199,0.68321186,0.15110531,0.16568282
8200,0.6836825,0.15052049,0.16579695
8201,0.23883435,0.16459718,0.59656847
8202,0.314825,0.19388862,0.4912864
8203,0.6666783,0.15861201,0.17470971
8204,0.3118262,0.16658318,0.5215906
8205,0.6766455,0.14624302,0.17711143
8206,0.2674192,0.15697588,0.5756049
8207,0.68800825,0.14846209,0.16352965
8208,0.16032413,0.1541686,0.6855073
8209,0.22061686,0.1942202,0.58516294
8210,0.6214325,0.15611048,0.22245705
8211,0.46141,0.18178354,0.35680646
8212,0.68800825,0.14846209,0.16352965
8213,0.683214,0.15439588,0.16239013
8214,0.15227747,0.14904267,0.69867986
8215,0.6827211,0.155006,0.16227296
8216,0.65471655,0.1562887,0.18899478
8217,0.5452892,0.18333286,0.27137798
8218,0.19420126,0.15779947,0.6479993
8219,0.6063199,0.18664987,0.20703025
8220,0.6836825,0.15052049,0.16579695
8221,0.40801305,0.16614226,0.4258447
8222,0.24487391,0.16508546,0.5900407
8223,0.5384688,0.18733218,0.27419904
8224,0.41637364,0.32014835,0.26347798
8225,0.22932908,0.18632072,0.5843502
8226,0.15566051,0.1493886,0.6949509
8227,0.6875411,0.14904031,0.16341862
8228,0.67142653,0.15635256,0.17222093
8229,0.33103117,0.16861854,0.5003503
8230,0.44567022,0.24014464,0.31418514
8231,0.52885103,0.25707385,0.21407506
8232,0.4241633,0.17060193,0.40523475
8233,0.16015387,0.15007724,0.68976885
8234,0.6846309,0.15264231,0.1627269
8235,0.26720926,0.15629558,0.5764951
8236,0.27678603,0.17235415,0.5508598
8237,0.6264545,0.17156483,0.20198072
8238,0.38478202,0.15436858,0.46084943
8239,0.20849247,0.23815721,0.5533503
8240,0.55851203,0.18580092,0.25568703
8241,0.18148138,0.14609616,0.6724225
8242,0.57048947,0.14900275,0.2805078
8243,0.37581456,0.3408634,0.28332204
8244,0.68800825,0.14846209,0.16352965
8245,0.63991493,0.16350153,0.19658355
8246,0.5043564,0.17180908,0.3238345
8247,0.6822591,0.15397742,0.16376354
8248,0.68800825,0.14846209,0.16352965
8249,0.60818243,0.15349503,0.2383225
8250,0.68391883,0.15352353,0.16255766
8251,0.59041613,0.16111033,0.24847358
8252,0.5837673,0.17550741,0.24072532
8253,0.6514095,0.15425712,0.1943333
8254,0.57238287,0.18263167,0.24498548
8255,0.4583534,0.19944812,0.34219852
8256,0.63894236,0.15981652,0.20124114
8257,0.65407634,0.17451648,0.17140724
8258,0.15801229,0.15598013,0.6860076
8259,0.15449513,0.16507675,0.68042815
8260,0.66356784,0.16009212,0.17634004
8261,0.602716,0.16089554,0.23638837
8262,0.46320182,0.15359421,0.383204
8263,0.657284,0.17046812,0.17224784
8264,0.67142653,0.15635256,0.17222093
8265,0.56067115,0.15126246,0.28806642
8266,0.15215775,0.14892548,0.6989168
8267,0.66175,0.15752608,0.18072392
8268,0.62626886,0.14532542,0.2284057
8269,0.6730305,0.15277527,0.17419423
8270,0.5020591,0.17902426,0.31891662
8271,0.67891914,0.155652,0.16542892
8272,0.68800825,0.14846209,0.16352965
8273,0.5582289,0.2062601,0.23551102
8274,0.55885404,0.1540131,0.28713283
8275,0.15797314,0.3125005,0.52952635
8276,0.20243444,0.19856295,0.5990026
8277,0.60855603,0.15667172,0.2347722
8278,0.6349389,0.16524082,0.19982027
8279,0.6047567,0.16005228,0.23519108
8280,0.14897597,0.15533751,0.6956865
8281,0.5288736,0.18245085,0.28867555
8282,0.6839006,0.15354611,0.16255333
8283,0.62145776,0.16083294,0.21770938
8284,0.6164676,0.15870853,0.22482386
8285,0.2768206,0.17391127,0.5492682
8286,0.68800825,0.14846209,0.16352965
8287,0.62888515,0.16257405,0.20854078
8288,0.68800825,0.14846209,0.16352965
8289,0.49076644,0.20224261,0.30699104
8290,0.25735033,0.18028827,0.56236136
8291,0.4400283,0.14827806,0.41169363
8292,0.5720416,0.16282137,0.26513705
8293,0.6358907,0.15176906,0.21234027
8294,0.68800825,0.14846209,0.16352965
8295,0.68445843,0.15285568,0.1626859
8296,0.44165602,0.19978687,0.3585571
8297,0.6513925,0.15779325,0.19081417
8298,0.68800825,0.14846209,0.16352965
8299,0.6488831,0.15861776,0.1924992
8300,0.66356784,0.16009212,0.17634004
8301,0.5179289,0.16349758,0.3185735
8302,0.30601,0.18535045,0.5086396
8303,0.6567383,0.1553736,0.18788816
8304,0.17498107,0.16156335,0.66345555
8305,0.6240959,0.15951549,0.21638864
8306,0.59510535,0.16178234,0.24311231
8307,0.18014824,0.15914142,0.66071033
8308,0.5895393,0.16154997,0.2489107
8309,0.1700876,0.17043829,0.6594741
8310,0.60997957,0.16555947,0.22446091
8311,0.6875411,0.14904031,0.16341862
8312,0.6568741,0.1551989,0.18792702
8313,0.65530294,0.16092025,0.1837768
8314,0.6875411,0.14904031,0.16341862
8315,0.606566,0.18068837,0.21274556
8316,0.6519802,0.16517486,0.18284494
8317,0.50378966,0.20668547,0.28952485
8318,0.43467012,0.23433433,0.3309955
8319,0.15327294,0.16327763,0.68344945
8320,0.68800825,0.14846209,0.16352965
8321,0.57520396,0.17701124,0.24778473
8322,0.47777838,0.17377833,0.3484433
8323,0.14655198,0.15035664,0.7030914
8324,0.16157073,0.15685593,0.68157333
8325,0.6839217,0.15352,0.16255833
8326,0.68800825,0.14846209,0.16352965
8327,0.68321186,0.15110531,0.16568282
8328,0.18144643,0.15308203,0.66547155
8329,0.6854275,0.1500485,0.16452406
8330,0.36393872,0.23084481,0.4052165
8331,0.6545999,0.17964533,0.16575481
8332,0.4106635,0.27456424,0.3147723
8333,0.5848765,0.1431408,0.27198273
8334,0.5818028,0.17334618,0.24485101
8335,0.6612078,0.1573105,0.1814817
8336,0.42319787,0.18334056,0.39346159
8337,0.43024233,0.13582404,0.43393368
8338,0.65550447,0.17665315,0.16784239
8339,0.47680292,0.20263751,0.3205596
8340,0.6776062,0.14766051,0.17473322
8341,0.6609847,0.15750821,0.18150708
8342,0.6841647,0.15321918,0.1626161
8343,0.50102323,0.13854398,0.36043286
8344,0.15210211,0.16925663,0.67864126
8345,0.68800825,0.14846209,0.16352965
8346,0.5303278,0.15211797,0.31755427
8347,0.33423492,0.21189083,0.4538743
8348,0.45494306,0.20673501,0.33832186
8349,0.6732457,0.15250434,0.17424993
8350,0.6147006,0.15946649,0.2258329
8351,0.47436672,0.21111599,0.31451726
8352,0.6214325,0.15611048,0.22245705
8353,0.18968911,0.15842277,0.65188813
8354,0.15253557,0.1673029,0.6801615
8355,0.68800825,0.14846209,0.16352965
8356,0.39382228,0.15767427,0.44850343
8357,0.19332153,0.15709408,0.6495844
8358,0.17654759,0.1701733,0.65327907
8359,0.6841647,0.15321918,0.1626161
8360,0.68800825,0.14846209,0.16352965
8361,0.4017648,0.17674974,0.42148548
8362,0.6411855,0.16439219,0.19442232
8363,0.4353125,0.14077629,0.42391118
8364,0.65256846,0.17053008,0.17690153
8365,0.53671557,0.15173411,0.31155026
8366,0.6402971,0.15601197,0.20369096
8367,0.5692364,0.13187692,0.2988867
8368,0.6763561,0.16288382,0.1607601
8369,0.38202488,0.18024379,0.43773133
8370,0.62461984,0.16894495,0.20643516
8371,0.57492256,0.15706034,0.2680171
8372,0.15036437,0.15718317,0.69245243
8373,0.17553648,0.16981669,0.6546468
8374,0.35974148,0.16340043,0.47685814
8375,0.68800825,0.14846209,0.16352965
8376,0.22825556,0.17239885,0.5993456
8377,0.4455267,0.22013225,0.33434105
8378,0.6517616,0.17503579,0.17320259
8379,0.6719349,0.16835587,0.15970924
8380,0.6241691,0.1568121,0.21901883
8381,0.66281253,0.17809175,0.15909576
8382,0.6214325,0.15611048,0.22245705
8383,0.65018886,0.16061461,0.18919648
8384,0.68800825,0.14846209,0.16352965
8385,0.2518376,0.22186162,0.5263008
8386,0.33415693,0.1629163,0.50292677
8387,0.6875411,0.14904031,0.16341862
8388,0.5015019,0.19315028,0.3053478
8389,0.35910246,0.24466382,0.39623377
8390,0.16811624,0.15786587,0.67401785
8391,0.49994755,0.18970148,0.310351
8392,0.649983,0.16300607,0.18701088
8393,0.6836825,0.15052049,0.16579695
8394,0.5391014,0.15493105,0.3059675
8395,0.28020516,0.15841854,0.56137633
8396,0.6592236,0.16003628,0.18074009
8397,0.6875411,0.14904031,0.16341862
8398,0.68800825,0.14846209,0.16352965
8399,0.6146564,0.17199515,0.2133485
8400,0.15526733,0.151969,0.6927637
8401,0.4256279,0.18701479,0.38735732
8402,0.26169163,0.20097508,0.53733325
8403,0.1805085,0.19284457,0.62664694
8404,0.5898524,0.14948285,0.2606647
8405,0.24829482,0.18165685,0.5700483
8406,0.6111402,0.16064818,0.22821161
8407,0.68800825,0.14846209,0.16352965
8408,0.51124084,0.157831,0.3309282
8409,0.19544342,0.15153818,0.6530184
8410,0.48879164,0.24122362,0.26998472
8411,0.6289568,0.1518108,0.21923235
8412,0.25223082,0.17168932,0.5760798
8413,0.15440942,0.15707351,0.68851703
8414,0.681665,0.14665219,0.17168276
8415,0.6281078,0.17125961,0.2006326
8416,0.6442755,0.15352651,0.20219801
8417,0.38766223,0.13738167,0.4749561
8418,0.591769,0.15877461,0.2494564
8419,0.16017494,0.15495569,0.6848694
8420,0.60887754,0.16158298,0.2295395
8421,0.31331155,0.19295362,0.4937349
8422,0.6742635,0.15500256,0.17073394
8423,0.6008669,0.16018693,0.23894612
8424,0.47893348,0.21169887,0.3093677
8425,0.5716845,0.1790755,0.24924004
8426,0.15665382,0.19491565,0.6484305
8427,0.4122939,0.26636514,0.3213409
8428,0.68800825,0.14846209,0.16352965
8429,0.68800825,0.14846209,0.16352965
8430,0.64968187,0.1676475,0.18267062
8431,0.26098135,0.18329461,0.555724
8432,0.35982397,0.3004028,0.3397732
8433,0.5768383,0.16949777,0.25366387
8434,0.21020928,0.16717665,0.6226141
8435,0.6836825,0.15052049,0.16579695
8436,0.5288468,0.19485635,0.27629685
8437,0.15565918,0.15938865,0.6849522
8438,0.6836825,0.15052049,0.16579695
8439,0.30733138,0.19808528,0.4945834
8440,0.5734069,0.18535501,0.24123813
8441,0.31634238,0.14068708,0.54297054
8442,0.6836825,0.15052049,0.16579695
8443,0.68800825,0.14846209,0.16352965
8444,0.6760131,0.16004978,0.16393706
8445,0.6842391,0.15312712,0.16263378
8446,0.5450544,0.15677692,0.2981687
8447,0.21301953,0.2135889,0.57339156
8448,0.60645324,0.14768349,0.24586329
8449,0.3348124,0.24935403,0.4158336
8450,0.55672944,0.2069696,0.23630098
8451,0.64419395,0.15392283,0.20188315
8452,0.68800825,0.14846209,0.16352965
8453,0.56404215,0.17488284,0.26107502
8454,0.5356536,0.16876748,0.2955789
8455,0.22288948,0.17154811,0.6055624
8456,0.40576488,0.1721187,0.4221165
8457,0.57981783,0.16628638,0.25389573
8458,0.41034928,0.2451929,0.34445783
8459,0.68361634,0.15229443,0.16408932
8460,0.6836825,0.15052049,0.16579695
8461,0.18105112,0.18979506,0.6291538
8462,0.6846309,0.15264231,0.1627269
8463,0.37321422,0.18895862,0.43782714
8464,0.6293755,0.19585587,0.17476861
8465,0.42770883,0.20828341,0.36400774
8466,0.5825342,0.18475457,0.23271124
8467,0.68800825,0.14846209,0.16352965
8468,0.33624637,0.1813199,0.48243374
8469,0.17294277,0.16550696,0.6615502
8470,0.51044,0.15377606,0.33578393
8471,0.68800825,0.14846209,0.16352965
8472,0.6530925,0.1676532,0.1792543
8473,0.6822591,0.15397742,0.16376354
8474,0.65465796,0.16787407,0.17746797
8475,0.29226518,0.16448185,0.54325294
8476,0.68800825,0.14846209,0.16352965
8477,0.5547932,0.2313844,0.21382251
8478,0.576878,0.17790334,0.24521859
8479,0.67223734,0.1482367,0.17952593
8480,0.6578583,0.15676321,0.18537848
8481,0.68392664,0.15351386,0.16255951
8482,0.23032355,0.1704674,0.599209
8483,0.23106721,0.20427647,0.5646563
8484,0.60931337,0.16584225,0.22484437
8485,0.68800825,0.14846209,0.16352965
8486,0.17240492,0.15557985,0.6720152
8487,0.61067903,0.1797,0.20962095
8488,0.6562716,0.1559738,0.18775465
8489,0.29537997,0.23037049,0.47424957
8490,0.2529726,0.19236884,0.55465853
8491,0.2010689,0.17889993,0.6200312
8492,0.5155189,0.17202611,0.31245497
8493,0.58436376,0.16679181,0.24884449
8494,0.6271618,0.1706797,0.20215853
8495,0.60827,0.19478023,0.19694981
8496,0.6029807,0.16831069,0.22870862
8497,0.6377536,0.15221368,0.21003269
8498,0.16944891,0.15291229,0.67763877
8499,0.6496797,0.15370366,0.19661666
8500,0.53684986,0.18695334,0.2761968
8501,0.5915091,0.18146583,0.22702503
8502,0.23723796,0.16766585,0.5950962
8503,0.5636138,0.17658813,0.25979805
8504,0.17491923,0.16405727,0.66102344
8505,0.68800825,0.14846209,0.16352965
8506,0.68800825,0.14846209,0.16352965
8507,0.6496797,0.15370366,0.19661666
8508,0.59207326,0.17023815,0.23768857
8509,0.66587836,0.15867431,0.17544737
8510,0.57244515,0.20986092,0.21769388
8511,0.6734262,0.14957501,0.17699876
8512,0.20959929,0.14107743,0.64932334
8513,0.3122006,0.22084652,0.4669529
8514,0.24092117,0.18618049,0.5728983
8515,0.64560384,0.15331297,0.20108326
8516,0.191021,0.15352678,0.65545225
8517,0.48594442,0.18059225,0.3334634
8518,0.48786077,0.281772,0.23036729
8519,0.43041617,0.17129266,0.3982912
8520,0.6839006,0.15354611,0.16255333
8521,0.6214325,0.15611048,0.22245705
8522,0.59724796,0.19265515,0.21009682
8523,0.21249303,0.15980372,0.6277032
8524,0.6826459,0.155099,0.1622551
8525,0.40685213,0.16475083,0.428397
8526,0.68800825,0.14846209,0.16352965
8527,0.40840244,0.24724706,0.34435052
8528,0.50772417,0.19203195,0.30024388
8529,0.68800825,0.14846209,0.16352965
8530,0.68800825,0.14846209,0.16352965
8531,0.6610632,0.1592751,0.17966169
8532,0.51965415,0.18815888,0.29218692
8533,0.6377536,0.15221368,0.21003269
8534,0.64624125,0.16498286,0.18877587
8535,0.6349885,0.17305662,0.19195485
8536,0.615011,0.15931128,0.22567768
8537,0.44720367,0.19295195,0.3598444
8538,0.47392318,0.16506386,0.361013
8539,0.615131,0.19526358,0.18960543
8540,0.59706056,0.15279835,0.25014108
8541,0.2664359,0.18411456,0.5494495
8542,0.6839006,0.15354611,0.16255333
8543,0.5496037,0.18454371,0.2658526
8544,0.16951613,0.16928773,0.6611962
8545,0.14784586,0.16240421,0.6897499
8546,0.66890764,0.15152167,0.17957072
8547,0.33158633,0.17606476,0.4923489
8548,0.64372677,0.16555077,0.19072248
8549,0.6291371,0.18069667,0.19016623
8550,0.68800825,0.14846209,0.16352965
8551,0.29725376,0.15432213,0.5484241
8552,0.6032254,0.15659602,0.24017857
8553,0.14953056,0.15285987,0.69760954
8554,0.26310876,0.15211765,0.58477354
8555,0.5869043,0.17142108,0.24167463
8556,0.39995292,0.14842424,0.45162284
8557,0.66619474,0.15922238,0.17458297
8558,0.17302443,0.1561389,0.6708366
8559,0.36952072,0.21501735,0.415462
8560,0.67664176,0.16253024,0.160828
8561,0.62683266,0.17589273,0.19727464
8562,0.4016075,0.24587005,0.3525224
8563,0.31390992,0.17650518,0.5095849
8564,0.6875411,0.14904031,0.16341862
8565,0.16878764,0.1562034,0.67500895
8566,0.63397723,0.17738299,0.18863975
8567,0.68800825,0.14846209,0.16352965
8568,0.64082426,0.15538058,0.2037951
8569,0.66312665,0.15688498,0.17998841
8570,0.5535651,0.1820554,0.2643795
8571,0.15694638,0.16270262,0.680351
